코드_ID,대분류코드,중분류코드,코드명,코드설명,사용여부,등록일,수정일
401099,401,99,기타,,Y,2017-03-27,2017-03-27
402000,402,0,현재상태,업체의 현재상태를 관리한다.,Y,2017-03-27,2017-03-27
402001,402,1,가등록,,Y,2017-03-27,2017-03-27
402002,402,2,구인중,,Y,2017-03-27,2017-03-27
402003,402,3,구인완료,,Y,2017-03-27,2017-03-27
402004,402,4,휴업또는폐업,,Y,2017-03-27,2017-03-27
403000,403,0,등록경로,구인업체의 등록경로를 관리한다.,Y,2017-03-27,2017-03-27
403001,403,1,지자체접수,,Y,2017-03-27,2017-03-27
404000,404,0,구인상태,구인상태를 관리한다.,Y,2017-03-27,2017-03-27
404001,404,1,미등록,,Y,2017-03-27,2017-03-27
404002,404,2,구인중,,Y,2017-03-27,2017-03-27
404003,404,3,구인종료,,Y,2017-03-27,2017-03-27
104000,104,0,심사유형구분,심사유형 구분을 관리한다.,Y,2017-03-27,2017-03-27
104F,104,F,최초심의,사업계획서의 최초심의 상태,Y,2017-03-27,2017-03-27
104C,104,C,변경심의,사업계획서 변경내용의 심의,Y,2017-03-27,2017-03-27
104D,104,D,삭제심의,사업계획서 삭제 내용의 심의,Y,2017-03-27,2017-03-27
101004,101,4,기관자체,,Y,2017-03-27,2017-03-27
105000,105,0,특수사업유형,특수사업유형을 관리한다.,Y,2017-03-27,2017-03-27
105001,105,1,해당사항없음,,Y,2017-03-27,2017-03-27
105002,105,2,교육연계형,,N,2017-03-27,2017-03-27
105003,105,3,지방혁신사업,,N,2017-03-27,2017-03-27
105004,105,4,바다사랑형,,N,2017-03-27,2017-03-27
105005,105,5,행복일자리형,,N,2017-03-27,2017-03-27
40004,40,4,,,Y,2017-03-27,2017-03-27
214017,214,17,전기,전기,Y,2017-03-27,2017-03-27
204002,204,2,중상,,Y,2017-03-27,2017-03-27
204003,204,3,중,,Y,2017-03-27,2017-03-27
204004,204,4,중하,,Y,2017-03-27,2017-03-27
204005,204,5,하,,Y,2017-03-27,2017-03-27
205000,205,0,세대구성형태,참여자의 세대구성형태를 관리한다.,Y,2017-03-27,2017-03-27
205001,205,1,독거노인가구,,Y,2017-03-27,2018-12-21
205002,205,2,노인부부가구,,Y,2017-03-27,2018-12-21
205003,205,3,노인부부+자녀,,N,2017-03-27,2017-03-27
205009,205,9,기타,,Y,2017-03-27,2017-03-27
206000,206,0,주거형태,참여자의 주거형태를 관리한다.,Y,2017-03-27,2017-03-27
206001,206,1,자택,,Y,2017-03-27,2017-03-27
206002,206,2,전세,,Y,2017-03-27,2017-03-27
206003,206,3,월세,,Y,2017-03-27,2017-03-27
206009,206,9,기타,,Y,2017-03-27,2017-03-27
208000,208,0,최종학력,참여자의 최종학력를 관리한다.,Y,2017-03-27,2017-03-27
208001,208,1,무학,,Y,2017-03-27,2017-03-27
208010,208,10,초졸,,Y,2017-03-27,2017-03-27
208020,208,20,중졸,,Y,2017-03-27,2017-03-27
208030,208,30,고졸,,Y,2017-03-27,2017-03-27
208040,208,40,전문대졸,,Y,2017-03-27,2017-03-27
208050,208,50,대졸,,Y,2017-03-27,2017-03-27
209000,209,0,신청동기,참여자의 신청동기를 관리한다.,Y,2017-03-27,2017-03-27
209001,209,1,경제적도움,,Y,2017-03-27,2017-03-27
945001,945,1,기본소양,,Y,2017-03-27,2017-03-27
945002,945,2,선택소양,,Y,2017-03-27,2017-03-27
946001,946,1,노년의성(성범죄방지/올바른성매너),,Y,2017-03-27,2017-03-27
946002,946,2,자산관리,,Y,2017-03-27,2017-03-27
946003,946,3,자원봉사,,Y,2017-03-27,2017-03-27
946004,946,4,자살예방(정신건강관리),,Y,2017-03-27,2017-03-27
946005,946,5,노인사회참여의 의미와역활,,Y,2017-03-27,2017-03-27
822000,822,0,참여자 블랙리스트 사유,[시니어인턴]참여자 블랙리스트 사유를 관리합니다.,Y,2017-03-27,2017-03-27
822001,822,1,당해년도 인턴십 참여완료,당해년도 인턴십 참여완료,Y,2017-03-27,2017-03-27
822002,822,2,동일기업 퇴사 후 3개월 이내 재참여,동일기업 퇴사 후 3개월 이내 재참여,Y,2017-03-27,2017-03-27
822003,822,3,인턴십 참여 중 타사업장에 중복근무,인턴십 참여 중 타사업장에 중복근무,Y,2017-03-27,2017-03-27
821003,821,3,근로자 보호규정 미준수,근로자 보호규정 미준수,Y,2017-03-27,2017-03-27
821004,821,4,동일기업 퇴사 후 3개월 이내 재참여,동일기업 퇴사 후 3개월 이내 재참여,Y,2017-03-27,2017-03-27
821005,821,5,보조금 허위 및 부정 청구,보조금 허위 및 부정 청구,Y,2017-03-27,2017-03-27
821006,821,6,지도ㆍ요구 불이행,지도ㆍ요구 불이행,Y,2017-03-27,2017-03-27
821007,821,7,지침/협약 위반,지침/협약 위반,Y,2017-03-27,2017-03-27
821008,821,8,참여자격 미달,참여자격 미달,Y,2017-03-27,2017-03-27
821009,821,9,참여자관리 약정위반 및 해지,참여자관리 약정위반 및 해지,Y,2017-03-27,2017-03-27
821010,821,10,타사업 중복참여,타사업 중복참여,Y,2017-03-27,2017-03-27
821011,821,11,기타,기타,Y,2017-03-27,2017-03-27
230003,230,3,국민기초생활보장여부,,Y,2017-03-27,2017-03-27
230004,230,4,기초연금수급여부,,Y,2017-03-27,2017-03-27
230005,230,5,소득인정액,,Y,2017-03-27,2017-03-27
230006,230,6,장기요양보험판정여부,,Y,2017-03-27,2017-03-27
230007,230,7,장기요양보험판정등급,,Y,2017-03-27,2017-03-27
230008,230,8,건강보험직장가입여부,,Y,2017-03-27,2017-03-27
950000,950,0,소득인정액,소득인정액연계코드,Y,2017-03-27,2017-03-27
951000,951,0,장기요양판정등급,장기요양판정등급연계코드,Y,2017-03-27,2017-03-27
950A01,950,A01,단독가구 0~10만 이하,,Y,2017-03-27,2017-03-27
950B01,950,B01,단독가구 10~20만 이하,,Y,2017-03-27,2017-03-27
950C01,950,C01,단독가구 20~30만 이하,,Y,2017-03-27,2017-03-27
950D01,950,D01,단독가구 30~40만 이하,,Y,2017-03-27,2017-03-27
9.50E+03,950,E01,단독가구 40만 초과,,Y,2017-03-27,2017-03-27
950A02,950,A02,부부가구 0~20만 이하,,Y,2017-03-27,2017-03-27
950B02,950,B02,부부가구 20~40만 이하,,Y,2017-03-27,2017-03-27
950C02,950,C02,부부가구 40~60만 이하,,Y,2017-03-27,2017-03-27
950D02,950,D02,부부가구 60~80만 이하,,Y,2017-03-27,2017-03-27
9.50E+04,950,E02,부부가구 80만 초과,,Y,2017-03-27,2017-03-27
9511,951,1,1등급,,Y,2017-03-27,2017-03-27
9512,951,2,2등급,,Y,2017-03-27,2017-03-27
9513,951,3,3등급,,Y,2017-03-27,2017-03-27
9514,951,4,등급외A,,Y,2017-03-27,2017-03-27
9515,951,5,등급외B,,Y,2017-03-27,2017-03-27
9510,951,0,등급외C,,Y,2017-03-27,2017-03-27
951P,951,P,각하1등급,,Y,2017-03-27,2017-03-27
951Q,951,Q,각하2등급,,Y,2017-03-27,2017-03-27
951R,951,R,각하3등급,,Y,2017-03-27,2017-03-27
951S,951,S,각하등급외A,,Y,2017-03-27,2017-03-27
951T,951,T,각하등급외B,,Y,2017-03-27,2017-03-27
951U,951,U,각하등급외C,,Y,2017-03-27,2017-03-27
105008,105,8,LH공사 시니어사원,,N,2017-03-27,2017-03-27
941A3,941,A3,상해신청,,Y,2017-03-27,2017-03-27
941A4,941,A4,상해미신청,,Y,2017-03-27,2017-03-27
960000,960,0,수요처유형(재능나눔),수요처유형,Y,2017-03-27,2017-03-27
964004,964,4,선발 당시 순위이내 포함(정당선발자),,Y,2017-03-27,2017-03-27
967004,967,4,반려,부적합하여 반려,Y,2017-03-27,2017-03-27
931A2,931,A2,2년간 참여제한자(직장건강보험가입자) 12년도 부적격자로 14년도까지 참여제한,2년간 제한,Y,2017-03-27,2017-03-27
931A3,931,A3,"2년간 참여제한자(기초노령연금 미수급권자) 11년도, 12년도 부적격자로 14년도까지 참여제한",2년간 제한,Y,2017-03-27,2017-03-27
931A4,931,A4,"2년간 참여제한자(기초생활수급권자) 11년도, 12년도 부적격자로 14년도까지 참여제한",2년간 제한,Y,2017-03-27,2017-03-27
944A1,944,A1,전담인력교육 기본,,Y,2017-03-27,2017-03-27
944A2,944,A2,전담인력교육 심화,,Y,2017-03-27,2017-03-27
880000,880,0,기업유형,[고령자친화기업]기업유형을 관리합니다.,Y,2017-03-27,2017-03-27
880001,880,1,제조업,,Y,2017-03-27,2017-03-27
880002,880,2,서비스업,,Y,2017-03-27,2017-03-27
880003,880,3,인력파견업,,Y,2017-03-27,2017-03-27
880004,880,4,기타,,Y,2017-03-27,2017-03-27
710000,710,0,기관유형[재능활용형],재능활용형_기관유형을 관리한다.,Y,2017-03-27,2017-03-27
710006,710,6,기타,,Y,2017-03-27,2017-03-27
131020,131,20,재능나눔,,N,2017-03-27,2017-03-27
242000,242,0,신청동기(재능나눔),참여자의 신청동기를 관리한다.,Y,2017-03-27,2017-03-27
242001,242,1,자기발전,,Y,2017-03-27,2017-03-27
242002,242,2,사회참여,,Y,2017-03-27,2017-03-27
242003,242,3,경제적도움,,Y,2017-03-27,2017-03-27
242004,242,4,시간활용,,Y,2017-03-27,2017-03-27
242005,242,5,건강증진,,Y,2017-03-27,2017-03-27
242006,242,6,기타,,Y,2017-03-27,2017-03-27
964003,964,3,수요처 특성에 적합,,Y,2017-03-27,2017-03-27
965003,965,3,관련 분야 전문기술 소지,,Y,2017-03-27,2017-03-27
941000,941,0,상해발생산재신청,상해발생 등록시 코드,Y,2017-03-27,2017-03-27
942A1,942,A1,산재심사중,,Y,2017-03-27,2017-03-27
942A2,942,A2,산재승인,,Y,2017-03-27,2017-03-27
942A3,942,A3,산재불승인,,Y,2017-03-27,2017-03-27
943A1,943,A1,노인일자리 전담인력 근무경력 있음,,Y,2017-03-27,2018-01-23
943A2,943,A2,노인일자리 전담인력 근무경력 없음,,Y,2017-03-27,2018-01-23
961000,961,0,신청동기(재능나눔 2015),참여자의 신청동기를 관리한다.,Y,2017-03-27,2017-03-27
961001,961,1,사회참여,,Y,2017-03-27,2017-03-27
961002,961,2,자기발전,,Y,2017-03-27,2017-03-27
961003,961,3,경제적도움,,Y,2017-03-27,2017-03-27
961004,961,4,건강증진,,Y,2017-03-27,2017-03-27
961005,961,5,기타,,Y,2017-03-27,2017-03-27
964005,964,5,기타,,Y,2017-03-27,2017-03-27
931000,931,0,참여제한유형,[새누리]부정수급관련 참여제한명단,Y,2017-03-27,2017-03-27
931,,931,2년간 참여제한자,,Y,2017-03-27,2017-03-27
931B1,931,B1,1차경고자(기초노령연금 미수급권자) 노인일자리 참여가능(단 2회이상 적발시 2년간 참여제한),1차경고자,Y,2017-03-27,2017-03-27
931B2,931,B2,1차경고자(기초생활수급권자) 노인일자리 참여가능(단 2회이상 적발시 2년간 참여제한),1차경고자,Y,2017-03-27,2017-03-27
931A5,931,A5,2년간 참여제한자(직장건강보험가입자) 11년도 부적격자로 13년도까지 참여제한,2년간 제한,Y,2017-03-27,2017-03-27
946006,946,6,노인인권교육,,Y,2017-03-27,2017-03-27
960A1,960,A1,미취학아동보육및 교육시설(어린이),,Y,2017-03-27,2017-03-27
960A2,960,A2,"방과후 학습지원 시설(지역아동센터, 공부방, 방과후 교실)",,Y,2017-03-27,2017-03-27
960A3,960,A3,경로당,,Y,2017-03-27,2017-03-27
960A4,960,A4,초/중/고등학교,,Y,2017-03-27,2017-03-27
960A5,960,A5,"학교외 공공기관(주민자치센터,도서관,보건소 등)",,Y,2017-03-27,2017-03-27
960A6,960,A6,"문화재 및 문화체육시설(문화회관,여성회관,청소년수련관,체육관등)",,Y,2017-03-27,2017-03-27
960A7,960,A7,기타,,Y,2017-03-27,2017-03-27
962000,962,0,활동중지사유(참여자),사업별참여자 활동중지사유를 관리한다.,Y,2017-03-27,2017-03-27
962001,962,1,건강,,Y,2017-03-27,2017-03-27
962002,962,2,여행,,Y,2017-03-27,2017-03-27
962003,962,3,가사,,Y,2017-03-27,2017-03-27
962004,962,4,개인사정,,Y,2017-03-27,2017-03-27
962005,962,5,기타,,Y,2017-03-27,2017-03-27
818000,818,0,마감관리,[시니어인턴]마감관리 메뉴를 관리합니다.,Y,2017-03-27,2017-03-27
818010,818,10,인턴쉽 운영계획,,Y,2017-03-27,2017-03-27
818020,818,20,사업실시 계획,,Y,2017-03-27,2017-03-27
818030,818,30,참여신청자 관리,,Y,2017-03-27,2017-03-27
818040,818,40,참여자 이력 카드,,Y,2017-03-27,2017-03-27
818050,818,50,사업별 참여자 관리,,Y,2017-03-27,2017-03-27
818060,818,60,계속고용 관리,,Y,2017-03-27,2017-03-27
818070,818,70,보수지급 관리,,Y,2017-03-27,2017-03-27
818080,818,80,기관별 부대경비 관리,,Y,2017-03-27,2017-03-27
818090,818,90,채용성공보수 신청,,Y,2017-03-27,2017-03-27
818100,818,100,사업비 정산,,Y,2017-03-27,2017-03-27
943000,943,0,전담인력등록구분,전담인력등록구분(신규/기존),Y,2017-03-27,2017-03-27
944000,944,0,전담인력교육이수여부,전담인력교육이수여부(기본/심화),Y,2017-03-27,2017-03-27
947000,947,0,전담인력 사회복지사 여부,"전담인력 사회복지사 여부(해당없음,1~3급)",Y,2017-03-27,2017-03-27
947A1,947,A1,해당없음,,Y,2017-03-27,2017-03-27
947A2,947,A2,1급,,Y,2017-03-27,2017-03-27
947A3,947,A3,2급,,Y,2017-03-27,2017-03-27
947A4,947,A4,3급,,Y,2017-03-27,2017-03-27
888000,888,0,지역본부코드,지역본부코드를 관리합니다.,Y,2017-03-27,2017-03-27
888001,888,1,서울,서울,Y,2017-03-27,2020-09-04
888002,888,2,경인,"경기,인천",Y,2017-03-27,2017-03-27
888003,888,3,대경,"대구,경북",Y,2017-03-27,2017-03-27
888004,888,4,부울,"부산,울산",Y,2017-03-27,2020-09-04
888005,888,5,광주/전남,"전남,광주",Y,2017-03-27,2020-09-04
888006,888,6,중부,"충북,충남,대전,세종",Y,2017-03-27,2017-03-27
244000,244,0,세대구성형태,,Y,2017-03-27,2017-03-27
244001,244,1,독거,,Y,2017-03-27,2017-03-27
244002,244,2,노인부부,,Y,2017-03-27,2017-03-27
244003,244,3,가족동거,,Y,2017-03-27,2017-03-27
244004,244,4,기타,,Y,2017-03-27,2017-03-27
131005,131,5,공익활동형,,N,2017-03-27,2017-03-27
240024,240,24,기초수급자 보장책정,,Y,2017-03-27,2017-03-27
240025,240,25,기초연금 보장중지,,Y,2017-03-27,2017-03-27
240026,240,26,장기요양보험등급 변경,,Y,2017-03-27,2017-03-27
240027,240,27,교정시설입소,,Y,2017-03-27,2017-03-27
963005,963,5,사업 부적격자,,Y,2017-03-27,2017-03-27
963006,963,6,기타,,Y,2017-03-27,2017-03-27
860001,860,1,가족 반대,가족 반대,Y,2017-03-27,2017-03-27
860002,860,2,건강악화 / 질병,건강악화 / 질병,Y,2017-03-27,2017-03-27
860003,860,3,교통불편,교통불편,Y,2017-03-27,2017-03-27
860004,860,4,기타일자리사업 참여,기타일자리사업 참여,Y,2017-03-27,2017-03-27
860005,860,5,낮은 임금수준,낮은 임금수준,Y,2017-03-27,2017-03-27
860006,860,6,낮은 정규직 채용 가능성,낮은 정규직 채용 가능성,Y,2017-03-27,2017-03-27
860007,860,7,높은 노동강도,높은 노동강도,Y,2017-03-27,2017-03-27
860008,860,8,동료관계,동료관계,Y,2017-03-27,2017-03-27
860009,860,9,불성실,불성실,Y,2017-03-27,2017-03-27
860010,860,10,사망,사망,Y,2017-03-27,2017-03-27
860011,860,11,업무에 대한 불만,업무에 대한 불만,Y,2017-03-27,2017-03-27
860012,860,12,이직,이직,Y,2017-03-27,2017-03-27
860013,860,13,자진포기,자진포기,Y,2017-03-27,2017-03-27
860014,860,14,적성,적성,Y,2017-03-27,2017-03-27
860015,860,15,회사사정상 중도탈락 유도,회사사정상 중도탈락 유도,Y,2017-03-27,2017-03-27
860099,860,99,기타,기타,Y,2017-03-27,2017-03-27
817016,817,16,계약만료,계약만료,Y,2017-03-27,2017-03-27
931A1,931,A1,2년간 참여제한자,2년간 제한,Y,2017-03-27,2017-03-27
821000,821,0,참여기업 블랙리스트 사유,[시니어인턴]참여기업 블랙리스트 사유를 관리합니다.,Y,2017-03-27,2017-03-27
821001,821,1,계속고용 6개월 이내 부당해고,계속고용 6개월 이내 부당해고,Y,2017-03-27,2017-03-27
821002,821,2,계속고용 없음,계속고용 없음,Y,2017-03-27,2017-03-27
821012,821,12,사회적기업,사회적기업,Y,2017-03-27,2017-03-27
821013,821,13,고령자 친화기업,고령자 친화기업,Y,2017-03-27,2017-03-27
942A4,942,A4,상해심사중,,Y,2017-03-27,2017-03-27
942A5,942,A5,상해승인,,Y,2017-03-27,2017-03-27
942A6,942,A6,상해불승인,,Y,2017-03-27,2017-03-27
963000,963,0,미선발사유,선발순위관리 미선발사유를 관리한다.,Y,2017-03-27,2017-03-27
963001,963,1,자진포기,,Y,2017-03-27,2017-03-27
963002,963,2,활동지역과 원거리,,Y,2017-03-27,2017-03-27
963003,963,3,건강악화,,Y,2017-03-27,2017-03-27
964000,964,0,"후순위선발사유(시장형,인력파견형)",선발순위관리 후순위선발사유를 관리한다.,Y,2017-03-27,2017-03-27
965000,965,0,"후순위선발(전국형,지역형)",선발순위관리 후순위선발사유를 관리한다.,Y,2017-03-27,2017-03-27
964001,964,1,관련 분야 종사경험,,Y,2017-03-27,2017-03-27
964002,964,2,관련 자격증 소지자,,Y,2017-03-27,2017-03-27
965001,965,1,앞선 참여자 자진포기에 따른 충원,,Y,2017-03-27,2017-03-27
965002,965,2,수요처 특성에 적합,,Y,2017-03-27,2017-03-27
967000,967,0,변경요청 상태,개인정보 변경요청 상태를 관리,Y,2017-03-27,2017-03-27
967001,967,1,변경신청,개인정보를 변경요청한 상태,Y,2017-03-27,2017-03-27
967002,967,2,처리중,처리 진행중,Y,2017-03-27,2017-03-27
967003,967,3,처리완료,변경요청한 내용의 승인 및 변경완료 상태,Y,2017-03-27,2017-03-27
949000,949,0,수요처유형,수요처 유형,Y,2017-03-27,2017-03-27
949A1,949,A1,"미취학아동 보육 및 교육시설(어린이집, 유치원등)",,Y,2017-03-27,2017-03-27
949A2,949,A2,"방과후 학습지원 시설(지역아동센터, 공부방, 방과후 교실 등)",,Y,2017-03-27,2017-03-27
944A3,944,A3,전담인력교육 추가,,Y,2017-03-27,2017-03-27
949A3,949,A3,초등학교,,Y,2017-03-27,2017-03-27
949A4,949,A4,중/고등학교,,Y,2017-03-27,2017-03-27
949A5,949,A5,"학교외 공공기관(주민자치센터, 도서관, 보건소 등)",,Y,2017-03-27,2017-03-27
949A6,949,A6,"문화재 및 문화체육시설(문화회관, 여성회관, 청소년수련관, 체육센터 등)",,Y,2017-03-27,2017-03-27
949A7,949,A7,기타,,Y,2017-03-27,2019-10-31
881000,881,0,참여상태,[고령자 친화기업]참여상태,Y,2017-03-27,2017-03-27
882000,882,0,중도해지 사유,[고령자 친화기업]중도해지 사유,Y,2017-03-27,2017-03-27
882001,882,1,가족 반대,가족 반대,Y,2017-03-27,2017-03-27
882002,882,2,건강악화 / 질병,건강악화 / 질병,Y,2017-03-27,2017-03-27
882003,882,3,교통불편,교통불편,Y,2017-03-27,2017-03-27
882004,882,4,기타일자리사업 참여,기타일자리사업 참여,Y,2017-03-27,2017-03-27
882005,882,5,낮은 임금수준,낮은 임금수준,Y,2017-03-27,2017-03-27
882006,882,6,낮은 정규직 채용 가능성,낮은 정규직 채용 가능성,Y,2017-03-27,2017-03-27
882007,882,7,높은 노동강도,높은 노동강도,Y,2017-03-27,2017-03-27
882008,882,8,동료관계,동료관계,Y,2017-03-27,2017-03-27
882009,882,9,불성실,불성실,Y,2017-03-27,2017-03-27
882010,882,10,사망,사망,Y,2017-03-27,2017-03-27
882011,882,11,업무에 대한 불만,업무에 대한 불만,Y,2017-03-27,2017-03-27
882012,882,12,이직,이직,Y,2017-03-27,2017-03-27
882013,882,13,자진포기,자진포기,Y,2017-03-27,2017-03-27
882014,882,14,적성,적성,Y,2017-03-27,2017-03-27
882015,882,15,회사사정상 중도탈락 유도,회사사정상 중도탈락 유도,Y,2017-03-27,2017-03-27
882099,882,99,기타,기타,Y,2017-03-27,2017-03-27
881001,881,1,대기,대기,Y,2017-03-27,2017-03-27
881002,881,2,참여,참여,Y,2017-03-27,2017-03-27
881003,881,3,중도해지,중도해지,Y,2017-03-27,2017-03-27
881004,881,4,참여완료,참여완료,Y,2017-03-27,2017-03-27
810DR,810,DR,삭제요청,Delete Request,Y,2017-03-27,2017-03-27
883RF,883,RF,최종승인요청,Request Final approval,Y,2017-03-27,2017-03-27
883DC,883,DC,심의취소,Deliberation Cancel,Y,2017-03-27,2017-03-27
822004,822,4,타사업 중복참여,타사업 중복참여,Y,2017-03-27,2017-03-27
822005,822,5,기타,기타,Y,2017-03-27,2017-03-27
946007,946,7,치매예방교육,,Y,2017-03-27,2017-03-27
965004,965,4,선발 당시 순위이내 포함(정당선발자),,Y,2017-03-27,2017-03-27
963004,963,4,사업참여 제한자,,Y,2017-03-27,2017-03-27
966000,966,0,참여자 모집기간 추가일,사업계획서 참여자 모집기간 추가일을 관리한다.,Y,2017-03-27,2017-03-27
966001,966,1,15,참여자 모집기간 추가일수,Y,2017-03-27,2017-03-27
890000,890,0,조치유형,[고령자 친화기업]기업관리카드 점검조치,Y,2017-03-27,2017-03-27
890001,890,1,행정적시정,행정적시정,Y,2017-03-27,2017-03-27
890002,890,2,주의,주의,Y,2017-03-27,2017-03-27
890003,890,3,경고,경고,Y,2017-03-27,2017-03-27
890004,890,4,계약해지,계약해지,Y,2017-03-27,2017-03-27
942000,942,0,상해발생산재처리여부,상해발생 산재신청시 처리여부,Y,2017-03-27,2017-03-27
819000,819,0,운영기관 평가 상태,[시니어인턴]운영기관 평가 상태,Y,2017-03-27,2017-03-27
819ES,819,ES,평가대기,,Y,2017-03-27,2017-03-27
819EV,819,EV,평가중,,Y,2017-03-27,2017-03-27
819AP,819,AP,이의제기,,Y,2017-03-27,2017-03-27
819OC,819,OC,기관완료,,Y,2017-03-27,2017-03-27
819PC,819,PC,평가완료 ,,Y,2017-03-27,2017-03-27
941A1,941,A1,산재신청,,Y,2017-03-27,2017-03-27
941A2,941,A2,산재미신청,,Y,2017-03-27,2017-03-27
945000,945,0,기본/선택소양,,Y,2017-03-27,2017-03-27
946000,946,0,선택소양상세,,Y,2017-03-27,2017-03-27
948000,948,0,상해발생유형,상해발생 유형 ,Y,2017-03-27,2017-03-27
948A1,948,A1,골절,,Y,2017-03-27,2017-03-27
948A2,948,A2,염좌,,Y,2017-03-27,2017-03-27
948A3,948,A3,찰과상,,Y,2017-03-27,2017-03-27
948A4,948,A4,타박상,,Y,2017-03-27,2017-03-27
948A5,948,A5,교통사고,,Y,2017-03-27,2017-03-27
948A6,948,A6,기타,"기타(병충해 감염, 화상, 절상 등)",Y,2017-03-27,2017-03-27
883000,883,0,집행예산 상태,[고령자 친화기업]집행예산 상태값 관리,Y,2017-03-27,2017-03-27
883AA,883,AA,임시저장,Just Tempory,N,2017-03-27,2017-03-27
883AR,883,AR,심의요청,Assess Request,Y,2017-03-27,2017-03-27
883CR,883,CR,재심의요청,Change Assess Request,Y,2017-03-27,2017-03-27
883PC,883,PC,승인,apProval Complete,Y,2017-03-27,2017-03-27
883RJ,883,RJ,반려,ReJect,Y,2017-03-27,2017-03-27
102CC,102,CC,변경심사완료,Change Assess Complete,Y,2017-03-27,2017-03-27
710001,710,1,개발원,,Y,2017-03-27,2017-03-27
710002,710,2,노인회,,Y,2017-03-27,2017-03-27
710003,710,3,한노협,,Y,2017-03-27,2017-03-27
710004,710,4,대한노인회,,Y,2017-03-27,2017-03-27
710005,710,5,노인복지관,,Y,2017-03-27,2017-03-27
243000,243,0,건강상태(재능나눔),,Y,2017-03-27,2017-03-27
243001,243,1,매우건강,,Y,2017-03-27,2017-03-27
243002,243,2,건강,,Y,2017-03-27,2017-03-27
243003,243,3,보통,,Y,2017-03-27,2017-03-27
243004,243,4,나쁨,,Y,2017-03-27,2017-03-27
243005,243,5,매우나쁨,,Y,2017-03-27,2017-03-27
965005,965,5,기타,,Y,2017-03-27,2017-03-27
21000,21,0,권한유형코드,권한유형코드를 관리합니다.,Y,2017-01-18,2017-01-18
21001,21,1,일반회원,,Y,2017-01-18,2017-01-18
21002,21,2,관리자회원,,Y,2017-01-18,2017-03-15
21003,21,3,슈퍼관리자,,Y,2017-01-18,2017-01-18
22000,22,0,행사구분코드,행사구분코드를 관리합니다.,Y,2017-02-13,2017-02-13
22001,22,1,신청접수,신청접수,Y,2017-02-13,2017-02-13
22002,22,2,종합평가대회,종합평가대회,Y,2017-02-13,2017-02-13
23000,23,0,조치사항코드,조치사항코드를 관리합니다.,Y,2017-02-14,2017-02-14
23001,23,1,행정적시정,,Y,2017-02-14,2017-02-14
23002,23,2,주의,,Y,2017-02-14,2017-02-14
23003,23,3,시정,,Y,2017-02-14,2017-02-14
23004,23,4,경고,,Y,2017-02-14,2017-02-14
23005,23,5,계약해지,,Y,2017-02-14,2017-02-14
88000,88,0,포털게시물구분코드,포털게시물구분코드를 관리한다.,Y,2017-03-02,2017-03-02
88001,88,1,정기간행물,,Y,2017-03-02,2017-03-02
88002,88,2,브로슈어,,Y,2017-03-02,2017-03-02
88003,88,3,주요소식,,Y,2017-03-02,2017-04-19
88004,88,4,동영상,,Y,2017-03-02,2017-03-02
89000,89,0,화면구분코드,화면구분코드,Y,2017-02-28,2017-02-28
89001,89,1,주화면,주화면,Y,2017-02-28,2017-02-28
89002,89,2,팝업,팝업,Y,2017-02-28,2017-02-28
90000,90,0,화면유형코드,화면유형코드,Y,2017-02-28,2017-02-28
90001,90,1,목록,목록,Y,2017-02-28,2017-02-28
90002,90,2,상세,상세,Y,2017-02-28,2017-02-28
90003,90,3,등록,등록,Y,2017-02-28,2017-02-28
90004,90,4,수정,수정,Y,2017-02-28,2017-02-28
90005,90,5,등록/수정,등록/수정,Y,2017-02-28,2017-02-28
90006,90,6,복합,복합,Y,2017-02-28,2017-02-28
91000,91,0,메뉴유형코드,메뉴유형에 대해 정의합니다.,Y,2016-12-23,2016-12-23
91002,91,2,메뉴그룹,,Y,2016-12-23,2016-12-23
91003,91,3,메뉴,,Y,2016-12-23,2016-12-23
92000,92,0,링크유형코드,메뉴 링크형태에 대해 정의합니다.,Y,2016-12-23,2016-12-23
92101,92,101,개별프로그램,,Y,2016-12-23,2017-01-24
92201,92,201,통합게시판,,Y,2016-12-23,2017-01-24
92301,92,301,외부URL,,Y,2016-12-23,2017-01-24
93000,93,0,프로그램유형코드,프로그램유형코드를 정의합니다.,Y,2017-01-20,2017-01-20
93001,93,1,개별프로그램,사이트에서 개별적으로 사용하는 프로그램을 의미합니다.,Y,2017-01-20,2017-01-20
93002,93,2,통합게시판,사이트에서 통합으로 사용하는 생성게시판을 의미합니다.,Y,2017-01-20,2017-01-20
94000,94,0,통지방법코드,Q&A 게시판의 통지방법코드를 정의합니다.,Y,2017-03-19,2017-03-19
94001,94,1,SMS(답변진행상태),,Y,2017-03-19,2017-03-19
94002,94,2,EMAIL(답변결과),,Y,2017-03-19,2017-03-19
95000,95,0,핸드폰 국번호,핸드폰 국번호,Y,2016-12-28,2017-02-28
95001,95,1,10,,Y,2016-12-28,2016-12-28
95002,95,2,11,,Y,2016-12-28,2016-12-28
95003,95,3,13,,Y,2016-12-28,2016-12-28
95004,95,4,16,,Y,2016-12-28,2016-12-28
95005,95,5,17,,Y,2016-12-28,2016-12-28
95006,95,6,18,,Y,2016-12-28,2016-12-28
95007,95,7,19,,Y,2016-12-28,2016-12-28
96000,96,0,일반전화 지역번호,,Y,2016-12-28,2016-12-28
96001,96,1,2,,Y,2016-12-28,2016-12-28
